Name,Address,Source,XmlTag,RawName
GammaCtrl,0x00031300,RegAddrGroup,Integer,GammaCtrl_RegAddr
GammaInq,0x000104c0,RegAddrGroup,Integer,GammaInq_RegAddr
GevCurrentDefaultGatewayVal_Reg,0x44,InlineAddress,MaskedIntReg,GevCurrentDefaultGatewayVal_Reg
GevCurrentIPAddressVal_Reg,0x24,InlineAddress,MaskedIntReg,GevCurrentIPAddressVal_Reg
GevCurrentSubnetMaskVal_Reg,0x34,InlineAddress,MaskedIntReg,GevCurrentSubnetMaskVal_Reg
GevGvcpHeartBeatPort_Reg,0x00050018,InlineAddress,MaskedIntReg,GevGvcpHeartBeatPort_Reg
GevHeartbeatTimeoutVal_Reg,0x938,InlineAddress,IntReg,GevHeartbeatTimeoutVal_Reg
GevMACAddrHigh_Reg,0x08,InlineAddress,IntReg,GevMACAddrHigh_Reg
GevMACAddrLow_Reg,0x0c,InlineAddress,IntReg,GevMACAddrLow_Reg
GevMCDAStandard_Reg,0xb10,InlineAddress,MaskedIntReg,GevMCDAStandard_Reg
GevMCDA_Reg,0x00050004,InlineAddress,MaskedIntReg,GevMCDA_Reg
GevMCPHostPortStandard_Reg,0xb00,InlineAddress,MaskedIntReg,GevMCPHostPortStandard_Reg
GevMCPHostPort_Reg,0x00050000,InlineAddress,MaskedIntReg,GevMCPHostPort_Reg
GevPersistentDefaultGatewayVal_Reg,0x66C,InlineAddress,MaskedIntReg,GevPersistentDefaultGatewayVal_Reg
GevPersistentIPAddressVal_Reg,0x64C,InlineAddress,MaskedIntReg,GevPersistentIPAddressVal_Reg
GevPersistentSubnetMaskVal_Reg,0x65C,InlineAddress,MaskedIntReg,GevPersistentSubnetMaskVal_Reg
GevPrivMCPHostPort_Reg,0x00050010,InlineAddress,MaskedIntReg,GevPrivMCPHostPort_Reg
GlobalHexsendEnable,0x202b00bc,RegAddrGroup,Integer,GlobalHexsendEnable_RegAddr
GreyareaAlgorithmVersion,0x20170124,RegAddrGroup,Integer,GreyareaAlgorithmVersion_RegAddr
GreyareaHighThreshold,0x20170114,RegAddrGroup,Integer,GreyareaHighThreshold_RegAddr
GreyareaLowThreshold,0x20170110,RegAddrGroup,Integer,GreyareaLowThreshold_RegAddr
GreyareaMaskImgDrawEnable,0x201701f8,RegAddrGroup,Integer,GreyareaMaskImgDrawEnable_RegAddr
GreyareaMaxArea,0x20170120,RegAddrGroup,Integer,GreyareaMaxArea_RegAddr
GreyareaMeasureLimitHigh,0x20170104,RegAddrGroup,Integer,GreyareaMeasureLimitHigh_RegAddr
GreyareaMeasureLimitLow,0x20170100,RegAddrGroup,Integer,GreyareaMeasureLimitLow_RegAddr
GreyareaMeasureLimitMax,0x20170108,RegAddrGroup,Integer,GreyareaMeasureLimitMax_RegAddr
GreyareaMinArea,0x2017011c,RegAddrGroup,Integer,GreyareaMinArea_RegAddr
GreyareaModuleCustomName,0x201701a4,RegAddrGroup,Integer,GreyareaModuleCustomName_RegAddr
GreyareaResultDrawEnable,0x201701e4,RegAddrGroup,Integer,GreyareaResultDrawEnable_RegAddr
GreyareaRoiType,0x20170000,RegAddrGroup,Integer,GreyareaRoiType_RegAddr
GreyareaShieldArea,0x20170080,RegAddrGroup,Integer,GreyareaShieldArea_RegAddr
GreyareaSimilarity,0x2017010c,RegAddrGroup,Integer,GreyareaSimilarity_RegAddr
GreyareaSubFixtureEnable,0x201701f4,RegAddrGroup,Integer,GreyareaSubFixtureEnable_RegAddr
GreyareaThresholdReverse,0x20170118,RegAddrGroup,Integer,GreyareaThresholdReverse_RegAddr
HOunit,0x000101b4,RegAddrGroup,Integer,HOunit_RegAddr
Height,0x20010020,RegAddrGroup,Integer,Height_RegAddr
HeightMax,0x20010010,RegAddrGroup,Integer,HeightMax_RegAddr
HeightMin,0x20010018,RegAddrGroup,Integer,HeightMin_RegAddr
HexsendEnable,0x202b0004,RegAddrGroup,Integer,HexsendEnable_RegAddr
HighSpeedMode,0x20010238,RegAddrGroup,Integer,HighSpeedMode_RegAddr
Hunit,0x00010190,RegAddrGroup,Integer,Hunit_RegAddr
IDChannelEnable,0x09001004,RegAddrGroup,Integer,IDChannelEnable_RegAddr
IOParamOption,0x200101a8,RegAddrGroup,Integer,IOParamOption_RegAddr
IOPolarity,0x0900007c,RegAddrGroup,Integer,IOPolarity_RegAddr
IdemoduleAdvanceParma1,0x205301c4,RegAddrGroup,Integer,IdemoduleAdvanceParma1_RegAddr
IdemoduleAdvanceParma2,0x205301c8,RegAddrGroup,Integer,IdemoduleAdvanceParma2_RegAddr
IdemoduleAlgoDsMode,0x205301a8,RegAddrGroup,Integer,IdemoduleAlgoDsMode_RegAddr
IdemoduleAlgoDsModeShowEnable,0x205301ac,RegAddrGroup,Integer,IdemoduleAlgoDsModeShowEnable_RegAddr
IdemoduleCode1DCodeColor,0x20530014,RegAddrGroup,Integer,IdemoduleCode1DCodeColor_RegAddr
IdemoduleCode1DModuleEnable,0x20530000,RegAddrGroup,Integer,IdemoduleCode1DModuleEnable_RegAddr
IdemoduleCode1DModuleEnableEnum,0x20530004,RegAddrGroup,Integer,IdemoduleCode1DModuleEnableEnum_RegAddr
IdemoduleCode1DQuitBarNum,0x20530010,RegAddrGroup,Integer,IdemoduleCode1DQuitBarNum_RegAddr
IdemoduleCode2DCodeColor,0x2053001c,RegAddrGroup,Integer,IdemoduleCode2DCodeColor_RegAddr
IdemoduleCode2DDistortionFlag,0x20530020,RegAddrGroup,Integer,IdemoduleCode2DDistortionFlag_RegAddr
IdemoduleCode2DModuleEnable,0x20530008,RegAddrGroup,Integer,IdemoduleCode2DModuleEnable_RegAddr
IdemoduleCode2DModuleEnableEnum,0x2053000c,RegAddrGroup,Integer,IdemoduleCode2DModuleEnableEnum_RegAddr
IdemoduleCode2DQuitBarNum,0x20530018,RegAddrGroup,Integer,IdemoduleCode2DQuitBarNum_RegAddr
IdemoduleCodeSDModuleEnable,0x20530214,RegAddrGroup,Integer,IdemoduleCodeSDModuleEnable_RegAddr
IdemoduleCodeSDModuleEnableEnum,0x20530218,RegAddrGroup,Integer,IdemoduleCodeSDModuleEnableEnum_RegAddr
IdemoduleCodeSDQuitBarNum,0x2053021c,RegAddrGroup,Integer,IdemoduleCodeSDQuitBarNum_RegAddr
IdemoduleCompareType,0x20530024,RegAddrGroup,Integer,IdemoduleCompareType_RegAddr
IdemoduleFilterPmAlphVerifyEnable,0x20530158,RegAddrGroup,Integer,IdemoduleFilterPmAlphVerifyEnable_RegAddr
IdemoduleFilterPmCodeEndEnable,0x20530088,RegAddrGroup,Integer,IdemoduleFilterPmCodeEndEnable_RegAddr
IdemoduleFilterPmCodeEndString,0x2053008c,RegAddrGroup,Integer,IdemoduleFilterPmCodeEndString_RegAddr
IdemoduleFilterPmCodeStartEnable,0x20530044,RegAddrGroup,Integer,IdemoduleFilterPmCodeStartEnable_RegAddr
IdemoduleFilterPmCodeStartString,0x20530048,RegAddrGroup,Integer,IdemoduleFilterPmCodeStartString_RegAddr
IdemoduleFilterPmContainsEnable,0x205300cc,RegAddrGroup,Integer,IdemoduleFilterPmContainsEnable_RegAddr
IdemoduleFilterPmContainsString,0x205300d0,RegAddrGroup,Integer,IdemoduleFilterPmContainsString_RegAddr
IdemoduleFilterPmNotContainsEnable,0x20530110,RegAddrGroup,Integer,IdemoduleFilterPmNotContainsEnable_RegAddr
IdemoduleFilterPmNotContainsString,0x20530114,RegAddrGroup,Integer,IdemoduleFilterPmNotContainsString_RegAddr
IdemoduleFilterPmNumberLimitEnable,0x20530030,RegAddrGroup,Integer,IdemoduleFilterPmNumberLimitEnable_RegAddr
IdemoduleFilterPmNumberLimitHigh,0x20530038,RegAddrGroup,Integer,IdemoduleFilterPmNumberLimitHigh_RegAddr
IdemoduleFilterPmNumberLimitLow,0x20530034,RegAddrGroup,Integer,IdemoduleFilterPmNumberLimitLow_RegAddr
IdemoduleFilterPmNumberLimitMax,0x20530040,RegAddrGroup,Integer,IdemoduleFilterPmNumberLimitMax_RegAddr
IdemoduleFilterPmNumberLimitMin,0x2053003c,RegAddrGroup,Integer,IdemoduleFilterPmNumberLimitMin_RegAddr
IdemoduleFilterPmNumberVerifyEnable,0x20530154,RegAddrGroup,Integer,IdemoduleFilterPmNumberVerifyEnable_RegAddr
IdemoduleInheritRoi,0x20530224,RegAddrGroup,Integer,IdemoduleInheritRoi_RegAddr
IdemoduleInheritRoiEnable,0x20530220,RegAddrGroup,Integer,IdemoduleInheritRoiEnable_RegAddr
IdemoduleModuleCustomName,0x20530160,RegAddrGroup,Integer,IdemoduleModuleCustomName_RegAddr
IdemoduleNoReadFillingEnable,0x205301d0,RegAddrGroup,Integer,IdemoduleNoReadFillingEnable_RegAddr
IdemoduleNoReadFillingInfo,0x205301d4,RegAddrGroup,Integer,IdemoduleNoReadFillingInfo_RegAddr
IdemoduleNumberLimitHigh,0x205301b4,RegAddrGroup,Integer,IdemoduleNumberLimitHigh_RegAddr
IdemoduleNumberLimitLow,0x205301b0,RegAddrGroup,Integer,IdemoduleNumberLimitLow_RegAddr
IdemoduleNumberLimitMax,0x205301bc,RegAddrGroup,Integer,IdemoduleNumberLimitMax_RegAddr
IdemoduleNumberLimitMin,0x205301b8,RegAddrGroup,Integer,IdemoduleNumberLimitMin_RegAddr
IdemoduleReadMode,0x205301cc,RegAddrGroup,Integer,IdemoduleReadMode_RegAddr
IdemoduleResultDrawEnable,0x205301a4,RegAddrGroup,Integer,IdemoduleResultDrawEnable_RegAddr
IdemoduleResultRevert,0x20530028,RegAddrGroup,Integer,IdemoduleResultRevert_RegAddr
IdemoduleRoiType,0x20530264,RegAddrGroup,Integer,IdemoduleRoiType_RegAddr
IdemoduleSimilarityLimit,0x2053002c,RegAddrGroup,Integer,IdemoduleSimilarityLimit_RegAddr
IdemoduleSortType,0x2053015c,RegAddrGroup,Integer,IdemoduleSortType_RegAddr
IdemoduleSubFixtureEnable,0x205301c0,RegAddrGroup,Integer,IdemoduleSubFixtureEnable_RegAddr
IdemoduleWaitingTime,0x205301a0,RegAddrGroup,Integer,IdemoduleWaitingTime_RegAddr
IfmoduleAlgorithmTimeout,0x20410104,RegAddrGroup,Integer,IfmoduleAlgorithmTimeout_RegAddr
IfmoduleAlgorithmVersionAddr,0x2041006c,RegAddrGroup,Integer,IfmoduleAlgorithmVersionAddr
IfmoduleAngleEnd,0x20410058,RegAddrGroup,Integer,IfmoduleAngleEnd_RegAddr
IfmoduleAngleStart,0x20410054,RegAddrGroup,Integer,IfmoduleAngleStart_RegAddr
IfmoduleCentralPoint,0x20410000,RegAddrGroup,Integer,IfmoduleCentralPoint_RegAddr
IfmoduleCoarseGranularity,0x20410044,RegAddrGroup,Integer,IfmoduleCoarseGranularity_RegAddr
IfmoduleExternAlgoRunImgName,0x20410190,RegAddrGroup,Integer,IfmoduleExternAlgoRunImgName_RegAddr
IfmoduleIfJudgeCompareString,0x20410218,RegAddrGroup,Integer,IfmoduleIfJudgeCompareString_RegAddr
IfmoduleIfJudgeCondition,0x20410108,RegAddrGroup,Integer,IfmoduleIfJudgeCondition_RegAddr
IfmoduleIfJudgeIntOrString,0x20410298,RegAddrGroup,Integer,IfmoduleIfJudgeIntOrString_RegAddr
IfmoduleMatchPointX,0x20410210,RegAddrGroup,Integer,IfmoduleMatchPointX_RegAddr
IfmoduleMatchPointY,0x20410214,RegAddrGroup,Integer,IfmoduleMatchPointY_RegAddr
IfmoduleMaxOverlap,0x2041005c,RegAddrGroup,Integer,IfmoduleMaxOverlap_RegAddr
IfmoduleMinScore,0x2041004c,RegAddrGroup,Integer,IfmoduleMinScore_RegAddr
IfmoduleModelRoi,0x204100f4,RegAddrGroup,Integer,IfmoduleModelRoi_RegAddr
IfmoduleModuleCustomName,0x2041014c,RegAddrGroup,Integer,IfmoduleModuleCustomName_RegAddr
IfmodulePolarity,0x20410050,RegAddrGroup,Integer,IfmodulePolarity_RegAddr
IfmoduleResultDrawEnable,0x2041018c,RegAddrGroup,Integer,IfmoduleResultDrawEnable_RegAddr
IfmoduleRoiType,0x204100ec,RegAddrGroup,Integer,IfmoduleRoiType_RegAddr
IfmoduleSensitivityMode,0x20410040,RegAddrGroup,Integer,IfmoduleSensitivityMode_RegAddr
IfmoduleShieldedArea,0x204100f0,RegAddrGroup,Integer,IfmoduleShieldedArea_RegAddr
IfmoduleSimilarityLimitHigh,0x20410064,RegAddrGroup,Integer,IfmoduleSimilarityLimitHigh_RegAddr
IfmoduleSimilarityLimitLow,0x20410060,RegAddrGroup,Integer,IfmoduleSimilarityLimitLow_RegAddr
IfmoduleSubFixtureEnable,0x20410068,RegAddrGroup,Integer,IfmoduleSubFixtureEnable_RegAddr
IfmoduleTemperatSimilarity,0x20410100,RegAddrGroup,Integer,IfmoduleTemperatSimilarity_RegAddr
IfmoduleTemperatSimilarityMode,0x204100fc,RegAddrGroup,Integer,IfmoduleTemperatSimilarityMode_RegAddr
IfmoduleTemplateShieldedArea,0x204100f8,RegAddrGroup,Integer,IfmoduleTemplateShieldedArea_RegAddr
IfmoduleThreshold,0x20410048,RegAddrGroup,Integer,IfmoduleThreshold_RegAddr
ImageCounNumberLimitMax,0x20370068,RegAddrGroup,Integer,ImageCounNumberLimitMax_RegAddr
ImageCountAlgorithmVersionAddr,0x2037006c,RegAddrGroup,Integer,ImageCountAlgorithmVersionAddr
ImageCountAngleEnd,0x20370058,RegAddrGroup,Integer,ImageCountAngleEnd_RegAddr
ImageCountAngleStart,0x20370054,RegAddrGroup,Integer,ImageCountAngleStart_RegAddr
ImageCountCentralPoint,0x20370000,RegAddrGroup,Integer,ImageCountCentralPoint_RegAddr
ImageCountCoarseGranularity,0x20370044,RegAddrGroup,Integer,ImageCountCoarseGranularity_RegAddr
ImageCountMaxOverlap,0x2037005c,RegAddrGroup,Integer,ImageCountMaxOverlap_RegAddr
ImageCountMinScore,0x2037004c,RegAddrGroup,Integer,ImageCountMinScore_RegAddr
ImageCountNumberLimitHigh,0x20370064,RegAddrGroup,Integer,ImageCountNumberLimitHigh_RegAddr
ImageCountNumberLimitLow,0x20370060,RegAddrGroup,Integer,ImageCountNumberLimitLow_RegAddr
ImageCountPolarity,0x20370050,RegAddrGroup,Integer,ImageCountPolarity_RegAddr
ImageCountSensitivityMode,0x20370040,RegAddrGroup,Integer,ImageCountSensitivityMode_RegAddr
ImageCountSimilarityLimit,0x20370344,RegAddrGroup,Integer,ImageCountSimilarityLimit_RegAddr
ImageCountTemperatSimilarity,0x203700f0,RegAddrGroup,Integer,ImageCountTemperatSimilarity_RegAddr
ImageCountTemperatSimilarityMode,0x203700ec,RegAddrGroup,Integer,ImageCountTemperatSimilarityMode_RegAddr
ImageCountThreshold,0x20370048,RegAddrGroup,Integer,ImageCountThreshold_RegAddr
ImageExistAlgorithmTimeout,0x2038012c,RegAddrGroup,Integer,ImageExistAlgorithmTimeout_RegAddr
ImageExistAlgorithmVersionAddr,0x20380064,RegAddrGroup,Integer,ImageExistAlgorithmVersionAddr
ImageExistAngleEnd,0x20380058,RegAddrGroup,Integer,ImageExistAngleEnd_RegAddr
ImageExistAngleStart,0x20380054,RegAddrGroup,Integer,ImageExistAngleStart_RegAddr
ImageExistCentralPoint,0x20380000,RegAddrGroup,Integer,ImageExistCentralPoint_RegAddr
ImageExistCoarseGranularity,0x20380044,RegAddrGroup,Integer,ImageExistCoarseGranularity_RegAddr
ImageExistMaxOverlap,0x2038005c,RegAddrGroup,Integer,ImageExistMaxOverlap_RegAddr
ImageExistMinScore,0x2038004c,RegAddrGroup,Integer,ImageExistMinScore_RegAddr
ImageExistPolarity,0x20380050,RegAddrGroup,Integer,ImageExistPolarity_RegAddr
ImageExistResultJudge,0x20380060,RegAddrGroup,Integer,ImageExistResultJudge_RegAddr
ImageExistScaleEnd,0x2038032c,RegAddrGroup,Integer,ImageExistScaleEnd_RegAddr
ImageExistScaleStart,0x20380328,RegAddrGroup,Integer,ImageExistScaleStart_RegAddr
ImageExistSensitivityMode,0x20380040,RegAddrGroup,Integer,ImageExistSensitivityMode_RegAddr
ImageExistTemperatSimilarity,0x203800e8,RegAddrGroup,Integer,ImageExistTemperatSimilarity_RegAddr
ImageExistTemperatSimilarityMode,0x203800e4,RegAddrGroup,Integer,ImageExistTemperatSimilarityMode_RegAddr
ImageExistThreshold,0x20380048,RegAddrGroup,Integer,ImageExistThreshold_RegAddr
ImageJpegMode,0x200101ac,RegAddrGroup,Integer,ImageJpegMode_RegAddr
ImageSourceSwitchParam,0x040000f8,RegAddrGroup,Integer,ImageSourceSwitchParam_RegAddr
ImagecountAlgorithmTimeout,0x20370134,RegAddrGroup,Integer,ImagecountAlgorithmTimeout_RegAddr
ImagecountCompareType,0x20370340,RegAddrGroup,Integer,ImagecountCompareType_RegAddr
ImagecountDeleteModelName,0x2037017c,RegAddrGroup,Integer,ImagecountDeleteModelName_RegAddr
ImagecountDesignateModelName,0x20370300,RegAddrGroup,Integer,ImagecountDesignateModelName_RegAddr
ImagecountDstModelName,0x203702e0,RegAddrGroup,Integer,ImagecountDstModelName_RegAddr
ImagecountGenerateModel,0x203702bc,RegAddrGroup,Integer,ImagecountGenerateModel_RegAddr
ImagecountMatchOutlineDispEnable,0x20370338,RegAddrGroup,Integer,ImagecountMatchOutlineDispEnable_RegAddr
ImagecountMatchPointX,0x20370320,RegAddrGroup,Integer,ImagecountMatchPointX_RegAddr
ImagecountMatchPointY,0x20370324,RegAddrGroup,Integer,ImagecountMatchPointY_RegAddr
ImagecountModelMangPath,0x2037013c,RegAddrGroup,Integer,ImagecountModelMangPath_RegAddr
ImagecountModuleCustomName,0x203700f4,RegAddrGroup,Integer,ImagecountModuleCustomName_RegAddr
ImagecountResetMatchPoint,0x2037032c,RegAddrGroup,Integer,ImagecountResetMatchPoint_RegAddr
ImagecountResultDrawEnable,0x20370138,RegAddrGroup,Integer,ImagecountResultDrawEnable_RegAddr
ImagecountScaleEnd,0x20370334,RegAddrGroup,Integer,ImagecountScaleEnd_RegAddr
ImagecountScaleStart,0x20370330,RegAddrGroup,Integer,ImagecountScaleStart_RegAddr
ImagecountSortType,0x2037033c,RegAddrGroup,Integer,ImagecountSortType_RegAddr
ImagecountSrcModelName,0x203702c0,RegAddrGroup,Integer,ImagecountSrcModelName_RegAddr
ImagecountSubFixtureEnable,0x20370328,RegAddrGroup,Integer,ImagecountSubFixtureEnable_RegAddr
ImagecountSwitchModelName,0x2037021c,RegAddrGroup,Integer,ImagecountSwitchModelName_RegAddr
ImagecountUploadModelName,0x2037015c,RegAddrGroup,Integer,ImagecountUploadModelName_RegAddr
ImageexistCompareType,0x20380338,RegAddrGroup,Integer,ImageexistCompareType_RegAddr
ImageexistDeleteModelName,0x20380174,RegAddrGroup,Integer,ImageexistDeleteModelName_RegAddr
ImageexistDesignateModelName,0x203802f8,RegAddrGroup,Integer,ImageexistDesignateModelName_RegAddr
ImageexistDstModelName,0x203802d8,RegAddrGroup,Integer,ImageexistDstModelName_RegAddr
ImageexistGenerateModel,0x203802b4,RegAddrGroup,Integer,ImageexistGenerateModel_RegAddr
ImageexistMatchOutlineDispEnable,0x20380330,RegAddrGroup,Integer,ImageexistMatchOutlineDispEnable_RegAddr
ImageexistMatchPointX,0x20380318,RegAddrGroup,Integer,ImageexistMatchPointX_RegAddr
ImageexistMatchPointY,0x2038031c,RegAddrGroup,Integer,ImageexistMatchPointY_RegAddr
ImageexistModelMangPath,0x20380134,RegAddrGroup,Integer,ImageexistModelMangPath_RegAddr
ImageexistModuleCustomName,0x203800ec,RegAddrGroup,Integer,ImageexistModuleCustomName_RegAddr
ImageexistResetMatchPoint,0x20380324,RegAddrGroup,Integer,ImageexistResetMatchPoint_RegAddr
ImageexistResultDrawEnable,0x20380130,RegAddrGroup,Integer,ImageexistResultDrawEnable_RegAddr
ImageexistSimilarityLimit,0x2038033c,RegAddrGroup,Integer,ImageexistSimilarityLimit_RegAddr
ImageexistSortType,0x20380334,RegAddrGroup,Integer,ImageexistSortType_RegAddr
ImageexistSrcModelName,0x203802b8,RegAddrGroup,Integer,ImageexistSrcModelName_RegAddr
ImageexistSubFixtureEnable,0x20380320,RegAddrGroup,Integer,ImageexistSubFixtureEnable_RegAddr
ImageexistSwitchModelName,0x20380214,RegAddrGroup,Integer,ImageexistSwitchModelName_RegAddr
ImageexistUploadModelName,0x20380154,RegAddrGroup,Integer,ImageexistUploadModelName_RegAddr
ImagesegmentBlobAngle,0x206102d4,RegAddrGroup,Integer,ImagesegmentBlobAngle_RegAddr
ImagesegmentBlobEnable,0x20610320,RegAddrGroup,Integer,ImagesegmentBlobEnable_RegAddr
ImagesegmentBlobFindAreaEnable,0x20610058,RegAddrGroup,Integer,ImagesegmentBlobFindAreaEnable_RegAddr
ImagesegmentBlobFindHoleMinArea,0x20610050,RegAddrGroup,Integer,ImagesegmentBlobFindHoleMinArea_RegAddr
ImagesegmentBlobFindLongAxisEnable,0x20610070,RegAddrGroup,Integer,ImagesegmentBlobFindLongAxisEnable_RegAddr
ImagesegmentBlobFindMaxArea,0x20610060,RegAddrGroup,Integer,ImagesegmentBlobFindMaxArea_RegAddr
ImagesegmentBlobFindMaxLongAxis,0x20610078,RegAddrGroup,Integer,ImagesegmentBlobFindMaxLongAxis_RegAddr
ImagesegmentBlobFindMaxNum,0x20610054,RegAddrGroup,Integer,ImagesegmentBlobFindMaxNum_RegAddr
ImagesegmentBlobFindMaxShortAxis,0x2061006c,RegAddrGroup,Integer,ImagesegmentBlobFindMaxShortAxis_RegAddr
ImagesegmentBlobFindMinArea,0x2061005c,RegAddrGroup,Integer,ImagesegmentBlobFindMinArea_RegAddr
ImagesegmentBlobFindMinLongAxis,0x20610074,RegAddrGroup,Integer,ImagesegmentBlobFindMinLongAxis_RegAddr
ImagesegmentBlobFindMinShortAxis,0x20610068,RegAddrGroup,Integer,ImagesegmentBlobFindMinShortAxis_RegAddr
ImagesegmentBlobFindShortAxisEnable,0x20610064,RegAddrGroup,Integer,ImagesegmentBlobFindShortAxisEnable_RegAddr
ImagesegmentCompareType,0x20610000,RegAddrGroup,Integer,ImagesegmentCompareType_RegAddr
ImagesegmentCropRoiEnable,0x206102cc,RegAddrGroup,Integer,ImagesegmentCropRoiEnable_RegAddr
ImagesegmentDeleteModelName,0x206101c4,RegAddrGroup,Integer,ImagesegmentDeleteModelName_RegAddr
ImagesegmentFilterObjsByCategory,0x20610324,RegAddrGroup,Integer,ImagesegmentFilterObjsByCategory_RegAddr
ImagesegmentLabelName,0x20610004,RegAddrGroup,Integer,ImagesegmentLabelName_RegAddr
ImagesegmentMeasureLimitHigh,0x2061031c,RegAddrGroup,Integer,ImagesegmentMeasureLimitHigh_RegAddr
ImagesegmentMeasureLimitLow,0x20610318,RegAddrGroup,Integer,ImagesegmentMeasureLimitLow_RegAddr
ImagesegmentMinScore,0x2061004c,RegAddrGroup,Integer,ImagesegmentMinScore_RegAddr
ImagesegmentModelMangListShowEnable,0x206102c4,RegAddrGroup,Integer,ImagesegmentModelMangListShowEnable_RegAddr
ImagesegmentModelMangPath,0x206100c4,RegAddrGroup,Integer,ImagesegmentModelMangPath_RegAddr
ImagesegmentModuleCustomName,0x2061007c,RegAddrGroup,Integer,ImagesegmentModuleCustomName_RegAddr
ImagesegmentNumberLimitHigh,0x20610048,RegAddrGroup,Integer,ImagesegmentNumberLimitHigh_RegAddr
ImagesegmentNumberLimitLow,0x20610044,RegAddrGroup,Integer,ImagesegmentNumberLimitLow_RegAddr
ImagesegmentResultDrawEnable,0x206100bc,RegAddrGroup,Integer,ImagesegmentResultDrawEnable_RegAddr
ImagesegmentScoreMapSelect,0x206100c0,RegAddrGroup,Integer,ImagesegmentScoreMapSelect_RegAddr
ImagesegmentSubAngleEnable,0x206102d0,RegAddrGroup,Integer,ImagesegmentSubAngleEnable_RegAddr
ImagesegmentSubFixtureEnable,0x206102c8,RegAddrGroup,Integer,ImagesegmentSubFixtureEnable_RegAddr
ImagesegmentSwitchModelName,0x20610244,RegAddrGroup,Integer,ImagesegmentSwitchModelName_RegAddr
ImagesegmentUploadModelName,0x20610144,RegAddrGroup,Integer,ImagesegmentUploadModelName_RegAddr
IndustrecogModuleCustomName,0x206c0080,RegAddrGroup,Integer,IndustrecogModuleCustomName_RegAddr
IndustrecogResultDrawEnable,0x206c00c0,RegAddrGroup,Integer,IndustrecogResultDrawEnable_RegAddr
IndustrecogRoiType,0x206c0000,RegAddrGroup,Integer,IndustrecogRoiType_RegAddr
IntensitymeasureInheritRoi,0x20120164,RegAddrGroup,Integer,IntensitymeasureInheritRoi_RegAddr
IntensitymeasureInheritRoiEnable,0x20120160,RegAddrGroup,Integer,IntensitymeasureInheritRoiEnable_RegAddr
IntensitymeasureMeasureLimitHigh,0x20120088,RegAddrGroup,Integer,IntensitymeasureMeasureLimitHigh_RegAddr
IntensitymeasureMeasureLimitLow,0x20120084,RegAddrGroup,Integer,IntensitymeasureMeasureLimitLow_RegAddr
IntensitymeasureMeasureLimitMax,0x2012008c,RegAddrGroup,Integer,IntensitymeasureMeasureLimitMax_RegAddr
IntensitymeasureModuleCustomName,0x2012011c,RegAddrGroup,Integer,IntensitymeasureModuleCustomName_RegAddr
IntensitymeasureResultDrawEnable,0x2012015c,RegAddrGroup,Integer,IntensitymeasureResultDrawEnable_RegAddr
IntensitymeasureRoiType,0x20120000,RegAddrGroup,Integer,IntensitymeasureRoiType_RegAddr
IntensitymeasureSimilarity,0x20120080,RegAddrGroup,Integer,IntensitymeasureSimilarity_RegAddr
IntensitymeasureSubFixtureEnable,0x20120110,RegAddrGroup,Integer,IntensitymeasureSubFixtureEnable_RegAddr
IoModuleDelayTime_0,0x20360260,RegAddrGroup,Integer,IoModuleDelayTime_0_RegAddr
IoModuleDelayTime_1,0x203602b4,RegAddrGroup,Integer,IoModuleDelayTime_1_RegAddr
IoModuleDelayTime_2,0x20360048,RegAddrGroup,Integer,IoModuleDelayTime_2_RegAddr
IoModuleDelayTime_3,0x2036009c,RegAddrGroup,Integer,IoModuleDelayTime_3_RegAddr
IoModuleDelayTime_4,0x203600f0,RegAddrGroup,Integer,IoModuleDelayTime_4_RegAddr
IoModuleDelayTime_5,0x20360144,RegAddrGroup,Integer,IoModuleDelayTime_5_RegAddr
IoModuleDelayTime_6,0x20360198,RegAddrGroup,Integer,IoModuleDelayTime_6_RegAddr
IoModuleDelayTime_7,0x203601ec,RegAddrGroup,Integer,IoModuleDelayTime_7_RegAddr
IoModuleDurationTime_0,0x2036025c,RegAddrGroup,Integer,IoModuleDurationTime_0_RegAddr
IoModuleDurationTime_1,0x203602b0,RegAddrGroup,Integer,IoModuleDurationTime_1_RegAddr
IoModuleDurationTime_2,0x20360044,RegAddrGroup,Integer,IoModuleDurationTime_2_RegAddr
IoModuleDurationTime_3,0x20360098,RegAddrGroup,Integer,IoModuleDurationTime_3_RegAddr
IoModuleDurationTime_4,0x203600ec,RegAddrGroup,Integer,IoModuleDurationTime_4_RegAddr
IoModuleDurationTime_5,0x20360140,RegAddrGroup,Integer,IoModuleDurationTime_5_RegAddr
IoModuleDurationTime_6,0x20360194,RegAddrGroup,Integer,IoModuleDurationTime_6_RegAddr
IoModuleDurationTime_7,0x203601e8,RegAddrGroup,Integer,IoModuleDurationTime_7_RegAddr
IoModuleIOEnable,0x203601fc,RegAddrGroup,Integer,IoModuleIOEnable_RegAddr
IoModuleIOEnableElectricalLevel_0,0x20360264,RegAddrGroup,Integer,IoModuleIOEnableElectricalLevel_0_RegAddr
IoModuleIOEnableElectricalLevel_1,0x203602b8,RegAddrGroup,Integer,IoModuleIOEnableElectricalLevel_1_RegAddr
IoModuleIOEnableElectricalLevel_2,0x2036004c,RegAddrGroup,Integer,IoModuleIOEnableElectricalLevel_2_RegAddr
