Name,Address,Source,XmlTag,RawName
CommunicationString,0x2001003c,RegAddrGroup,Integer,CommunicationString_RegAddr
CommunicationTuningString,0x20010568,RegAddrGroup,Integer,CommunicationTuningString_RegAddr
ConditionJudgeEnter,0x20430000,RegAddrGroup,Integer,ConditionJudgeEnter_RegAddr
ConditionJudgeModuleCustomName,0x20430004,RegAddrGroup,Integer,ConditionJudgeModuleCustomName_RegAddr
ConditionJudgeResultDrawEnable,0x20430044,RegAddrGroup,Integer,ConditionJudgeResultDrawEnable_RegAddr
ContinueRunInterval,0x00200290,RegAddrGroup,Integer,ContinueRunInterval_RegAddr
ContourCountAlgorithmTimeout,0x2055012c,RegAddrGroup,Integer,ContourCountAlgorithmTimeout_RegAddr
ContourCountAlgorithmVersionAddr,0x2055006c,RegAddrGroup,Integer,ContourCountAlgorithmVersionAddr
ContourCountAngleEnd,0x20550058,RegAddrGroup,Integer,ContourCountAngleEnd_RegAddr
ContourCountAngleStart,0x20550054,RegAddrGroup,Integer,ContourCountAngleStart_RegAddr
ContourCountCentralPoint,0x20550000,RegAddrGroup,Integer,ContourCountCentralPoint_RegAddr
ContourCountDeleteModelName,0x20550174,RegAddrGroup,Integer,ContourCountDeleteModelName_RegAddr
ContourCountDesignateModelName,0x205502f8,RegAddrGroup,Integer,ContourCountDesignateModelName_RegAddr
ContourCountDstModelName,0x205502d8,RegAddrGroup,Integer,ContourCountDstModelName_RegAddr
ContourCountGenerateModel,0x205502b4,RegAddrGroup,Integer,ContourCountGenerateModel_RegAddr
ContourCountMatchOutlineDispEnable,0x20550748,RegAddrGroup,Integer,ContourCountMatchOutlineDispEnable_RegAddr
ContourCountMatchPointX,0x20550318,RegAddrGroup,Integer,ContourCountMatchPointX_RegAddr
ContourCountMatchPointY,0x2055031c,RegAddrGroup,Integer,ContourCountMatchPointY_RegAddr
ContourCountMatchThreshold,0x20550744,RegAddrGroup,Integer,ContourCountMatchThreshold_RegAddr
ContourCountMatchThresholdFlag,0x20550740,RegAddrGroup,Integer,ContourCountMatchThresholdFlag_RegAddr
ContourCountMaxOverlap,0x2055005c,RegAddrGroup,Integer,ContourCountMaxOverlap_RegAddr
ContourCountMinScore,0x2055004c,RegAddrGroup,Integer,ContourCountMinScore_RegAddr
ContourCountModelMangPath,0x20550134,RegAddrGroup,Integer,ContourCountModelMangPath_RegAddr
ContourCountNumberLimitMax,0x20550068,RegAddrGroup,Integer,ContourCountNumberLimitMax_RegAddr
ContourCountPolarity,0x20550050,RegAddrGroup,Integer,ContourCountPolarity_RegAddr
ContourCountPyramidChainFlag,0x20550330,RegAddrGroup,Integer,ContourCountPyramidChainFlag_RegAddr
ContourCountPyramidChainLen,0x20550334,RegAddrGroup,Integer,ContourCountPyramidChainLen_RegAddr
ContourCountPyramidLevel,0x20550040,RegAddrGroup,Integer,ContourCountPyramidLevel_RegAddr
ContourCountPyramidLevelFlag,0x20550328,RegAddrGroup,Integer,ContourCountPyramidLevelFlag_RegAddr
ContourCountPyramidRLevel,0x20550044,RegAddrGroup,Integer,ContourCountPyramidRLevel_RegAddr
ContourCountResetMatchPoint,0x20550324,RegAddrGroup,Integer,ContourCountResetMatchPoint_RegAddr
ContourCountResultDrawEnable,0x20550130,RegAddrGroup,Integer,ContourCountResultDrawEnable_RegAddr
ContourCountRoiType,0x20550338,RegAddrGroup,Integer,ContourCountRoiType_RegAddr
ContourCountSrcModelName,0x205502b8,RegAddrGroup,Integer,ContourCountSrcModelName_RegAddr
ContourCountSubFixtureEnable,0x20550320,RegAddrGroup,Integer,ContourCountSubFixtureEnable_RegAddr
ContourCountSwitchModelName,0x20550214,RegAddrGroup,Integer,ContourCountSwitchModelName_RegAddr
ContourCountThreshold,0x20550048,RegAddrGroup,Integer,ContourCountThreshold_RegAddr
ContourCountThresholdFlag,0x2055032c,RegAddrGroup,Integer,ContourCountThresholdFlag_RegAddr
ContourCountUploadModelName,0x20550154,RegAddrGroup,Integer,ContourCountUploadModelName_RegAddr
ContourExistAlgorithmTimeout,0x20560124,RegAddrGroup,Integer,ContourExistAlgorithmTimeout_RegAddr
ContourExistAlgorithmVersionAddr,0x20560064,RegAddrGroup,Integer,ContourExistAlgorithmVersionAddr
ContourExistAngleEnd,0x20560058,RegAddrGroup,Integer,ContourExistAngleEnd_RegAddr
ContourExistAngleStart,0x20560054,RegAddrGroup,Integer,ContourExistAngleStart_RegAddr
ContourExistCentralPoint,0x20560000,RegAddrGroup,Integer,ContourExistCentralPoint_RegAddr
ContourExistDeleteModelName,0x2056016c,RegAddrGroup,Integer,ContourExistDeleteModelName_RegAddr
ContourExistDesignateModelName,0x205602f0,RegAddrGroup,Integer,ContourExistDesignateModelName_RegAddr
ContourExistDstModelName,0x205602d0,RegAddrGroup,Integer,ContourExistDstModelName_RegAddr
ContourExistGenerateModel,0x205602ac,RegAddrGroup,Integer,ContourExistGenerateModel_RegAddr
ContourExistMatchOutlineDispEnable,0x20560740,RegAddrGroup,Integer,ContourExistMatchOutlineDispEnable_RegAddr
ContourExistMatchPointX,0x20560310,RegAddrGroup,Integer,ContourExistMatchPointX_RegAddr
ContourExistMatchPointY,0x20560314,RegAddrGroup,Integer,ContourExistMatchPointY_RegAddr
ContourExistMatchThreshold,0x2056073c,RegAddrGroup,Integer,ContourExistMatchThreshold_RegAddr
ContourExistMatchThresholdFlag,0x20560738,RegAddrGroup,Integer,ContourExistMatchThresholdFlag_RegAddr
ContourExistMaxOverlap,0x2056005c,RegAddrGroup,Integer,ContourExistMaxOverlap_RegAddr
ContourExistMinScore,0x2056004c,RegAddrGroup,Integer,ContourExistMinScore_RegAddr
ContourExistModelMangPath,0x2056012c,RegAddrGroup,Integer,ContourExistModelMangPath_RegAddr
ContourExistPolarity,0x20560050,RegAddrGroup,Integer,ContourExistPolarity_RegAddr
ContourExistPyramidChainFlag,0x20560328,RegAddrGroup,Integer,ContourExistPyramidChainFlag_RegAddr
ContourExistPyramidChainLen,0x2056032c,RegAddrGroup,Integer,ContourExistPyramidChainLen_RegAddr
ContourExistPyramidLevel,0x20560040,RegAddrGroup,Integer,ContourExistPyramidLevel_RegAddr
ContourExistPyramidLevelFlag,0x20560320,RegAddrGroup,Integer,ContourExistPyramidLevelFlag_RegAddr
ContourExistPyramidRLevel,0x20560044,RegAddrGroup,Integer,ContourExistPyramidRLevel_RegAddr
ContourExistResetMatchPoint,0x2056031c,RegAddrGroup,Integer,ContourExistResetMatchPoint_RegAddr
ContourExistResultDrawEnable,0x20560128,RegAddrGroup,Integer,ContourExistResultDrawEnable_RegAddr
ContourExistResultRevert,0x20560060,RegAddrGroup,Integer,ContourExistResultRevert_RegAddr
ContourExistRoiType,0x20560330,RegAddrGroup,Integer,ContourExistRoiType_RegAddr
ContourExistSrcModelName,0x205602b0,RegAddrGroup,Integer,ContourExistSrcModelName_RegAddr
ContourExistSubFixtureEnable,0x20560318,RegAddrGroup,Integer,ContourExistSubFixtureEnable_RegAddr
ContourExistSwitchModelName,0x2056020c,RegAddrGroup,Integer,ContourExistSwitchModelName_RegAddr
ContourExistThreshold,0x20560048,RegAddrGroup,Integer,ContourExistThreshold_RegAddr
ContourExistThresholdFlag,0x20560324,RegAddrGroup,Integer,ContourExistThresholdFlag_RegAddr
ContourExistUploadModelName,0x2056014c,RegAddrGroup,Integer,ContourExistUploadModelName_RegAddr
ContourcountCompareType,0x20550750,RegAddrGroup,Integer,ContourcountCompareType_RegAddr
ContourcountModuleCustomName,0x205500ec,RegAddrGroup,Integer,ContourcountModuleCustomName_RegAddr
ContourcountNumberLimitHigh,0x20550064,RegAddrGroup,Integer,ContourcountNumberLimitHigh_RegAddr
ContourcountNumberLimitLow,0x20550060,RegAddrGroup,Integer,ContourcountNumberLimitLow_RegAddr
ContourcountScaleEnd,0x2055073c,RegAddrGroup,Integer,ContourcountScaleEnd_RegAddr
ContourcountScaleStart,0x20550738,RegAddrGroup,Integer,ContourcountScaleStart_RegAddr
ContourcountSimilarityLimit,0x20550754,RegAddrGroup,Integer,ContourcountSimilarityLimit_RegAddr
ContourcountSortType,0x2055074c,RegAddrGroup,Integer,ContourcountSortType_RegAddr
ContourexistCompareType,0x20560748,RegAddrGroup,Integer,ContourexistCompareType_RegAddr
ContourexistModuleCustomName,0x205600e4,RegAddrGroup,Integer,ContourexistModuleCustomName_RegAddr
ContourexistScaleEnd,0x20560734,RegAddrGroup,Integer,ContourexistScaleEnd_RegAddr
ContourexistScaleStart,0x20560730,RegAddrGroup,Integer,ContourexistScaleStart_RegAddr
ContourexistSimilarityLimit,0x2056074c,RegAddrGroup,Integer,ContourexistSimilarityLimit_RegAddr
ContourexistSortType,0x20560744,RegAddrGroup,Integer,ContourexistSortType_RegAddr
ContrastmeasureAlgorithmVersion,0x20250090,RegAddrGroup,Integer,ContrastmeasureAlgorithmVersion_RegAddr
ContrastmeasureInheritRoi,0x2025015c,RegAddrGroup,Integer,ContrastmeasureInheritRoi_RegAddr
ContrastmeasureInheritRoiEnable,0x20250158,RegAddrGroup,Integer,ContrastmeasureInheritRoiEnable_RegAddr
ContrastmeasureMeasureLimitHigh,0x20250088,RegAddrGroup,Integer,ContrastmeasureMeasureLimitHigh_RegAddr
ContrastmeasureMeasureLimitLow,0x20250084,RegAddrGroup,Integer,ContrastmeasureMeasureLimitLow_RegAddr
ContrastmeasureMeasureLimitMax,0x2025008c,RegAddrGroup,Integer,ContrastmeasureMeasureLimitMax_RegAddr
ContrastmeasureModuleCustomName,0x20250110,RegAddrGroup,Integer,ContrastmeasureModuleCustomName_RegAddr
ContrastmeasureResultDrawEnable,0x20250150,RegAddrGroup,Integer,ContrastmeasureResultDrawEnable_RegAddr
ContrastmeasureRoiType,0x20250000,RegAddrGroup,Integer,ContrastmeasureRoiType_RegAddr
ContrastmeasureSimilarity,0x20250080,RegAddrGroup,Integer,ContrastmeasureSimilarity_RegAddr
ContrastmeasureSubFixtureEnable,0x20250154,RegAddrGroup,Integer,ContrastmeasureSubFixtureEnable_RegAddr
Cookie,0x0000B000,RegAddrGroup,Integer,Cookie_RegAddr
CookieAutoRenewal,0x0000B020,RegAddrGroup,Integer,CookieAutoRenewal_RegAddr
CookieLifetime,0x0000B024,RegAddrGroup,Integer,CookieLifetime_RegAddr
CountAlgorithmVersion,0x206a0274,RegAddrGroup,Integer,CountAlgorithmVersion_RegAddr
CountClassNum,0x206a025c,RegAddrGroup,Integer,CountClassNum_RegAddr
CountCompareType,0x206a0260,RegAddrGroup,Integer,CountCompareType_RegAddr
CountCountLinePos,0x206a026c,RegAddrGroup,Integer,CountCountLinePos_RegAddr
CountModuleCustomName,0x206a008c,RegAddrGroup,Integer,CountModuleCustomName_RegAddr
CountNumberLimitHigh,0x206a0084,RegAddrGroup,Integer,CountNumberLimitHigh_RegAddr
CountNumberLimitLow,0x206a0080,RegAddrGroup,Integer,CountNumberLimitLow_RegAddr
CountNumberLimitMax,0x206a0088,RegAddrGroup,Integer,CountNumberLimitMax_RegAddr
CountResetResult,0x206a0268,RegAddrGroup,Integer,CountResetResult_RegAddr
CountResultDrawEnable,0x206a0270,RegAddrGroup,Integer,CountResultDrawEnable_RegAddr
CountRoiType,0x206a0000,RegAddrGroup,Integer,CountRoiType_RegAddr
CountTrackDirection,0x206a0264,RegAddrGroup,Integer,CountTrackDirection_RegAddr
CountTrackFrameNum,0x206a00cc,RegAddrGroup,Integer,CountTrackFrameNum_RegAddr
CountTrackSpeedX,0x206a0254,RegAddrGroup,Integer,CountTrackSpeedX_RegAddr
CountTrackSpeedY,0x206a0258,RegAddrGroup,Integer,CountTrackSpeedY_RegAddr
CountTrackTrajsOverlap,0x206a00d0,RegAddrGroup,Integer,CountTrackTrajsOverlap_RegAddr
CurrentStepMaxInq,0x000307d8,RegAddrGroup,Integer,CurrentStepMaxInq_RegAddr
CurrentStepMinInq,0x000307d4,RegAddrGroup,Integer,CurrentStepMinInq_RegAddr
DPCDateLen,0x04100043,RegAddrGroup,Integer,DPCDateLen_RegAddr
DPCEnable,0x04100042,RegAddrGroup,Integer,DPCEnable_RegAddr
DecimationMax,0x000101b0,RegAddrGroup,Integer,DecimationMax_RegAddr
DeviceCommandTimeout,0x00030150,RegAddrGroup,Integer,DeviceCommandTimeout_RegAddr
DeviceControlInq,0x00010104,RegAddrGroup,Integer,DeviceControlInq_RegAddr
DeviceFirmwareVersion,0x00030024,RegAddrGroup,Integer,DeviceFirmwareVersion_RegAddr
DeviceLinkHeartbeatMode,0x00030130,RegAddrGroup,Integer,DeviceLinkHeartbeatMode_RegAddr
DeviceLinkHeartbeatTimeout,0x00030140,RegAddrGroup,Integer,DeviceLinkHeartbeatTimeout_RegAddr
DeviceMmzMemoryLimited,0x01000304,RegAddrGroup,Integer,DeviceMmzMemoryLimited_RegAddr
DeviceModelName,0x0068,InlineAddress,StringReg,DeviceModelName
DeviceModuleLimited,0x01000308,RegAddrGroup,Integer,DeviceModuleLimited_RegAddr
DeviceScanType,0x00030000,RegAddrGroup,Integer,DeviceScanType_RegAddr
DeviceSerialNumber,0x00d8,InlineAddress,StringReg,DeviceSerialNumber
DeviceSeries,0x00050014,RegAddrGroup,Integer,DeviceSeries_RegAddr
DeviceSystemMemoryLimited,0x01000300,RegAddrGroup,Integer,DeviceSystemMemoryLimited_RegAddr
DeviceTimeZoneOffset,0x0020040C,RegAddrGroup,Integer,DeviceTimeZoneOffset_RegAddr
DeviceType,0x00011210,RegAddrGroup,Integer,DeviceType_RegAddr
DeviceUserID,0x00e8,InlineAddress,StringReg,DeviceUserID
DeviceVendorName,0x00a8,InlineAddress,StringReg,DeviceVendorName
DeviceVersion,0x0088,InlineAddress,StringReg,DeviceVersion
DiametermeasureAlgorithmVersion,0x20280098,RegAddrGroup,Integer,DiametermeasureAlgorithmVersion_RegAddr
DiametermeasureCaliperNumber,0x20280178,RegAddrGroup,Integer,DiametermeasureCaliperNumber_RegAddr
DiametermeasureCircleManualEdit,0x20280118,RegAddrGroup,Integer,DiametermeasureCircleManualEdit_RegAddr
DiametermeasureCircleRate,0x20280124,RegAddrGroup,Integer,DiametermeasureCircleRate_RegAddr
DiametermeasureEdgePointsDispEnable,0x20280170,RegAddrGroup,Integer,DiametermeasureEdgePointsDispEnable_RegAddr
DiametermeasureEdgePolarity,0x20280084,RegAddrGroup,Integer,DiametermeasureEdgePolarity_RegAddr
DiametermeasureFindMode,0x20280088,RegAddrGroup,Integer,DiametermeasureFindMode_RegAddr
DiametermeasureFitInitType,0x20280174,RegAddrGroup,Integer,DiametermeasureFitInitType_RegAddr
DiametermeasureLineP2BoxDist,0x2028011c,RegAddrGroup,Integer,DiametermeasureLineP2BoxDist_RegAddr
DiametermeasureMeasureLimitHigh,0x20280094,RegAddrGroup,Integer,DiametermeasureMeasureLimitHigh_RegAddr
DiametermeasureMeasureLimitLow,0x20280090,RegAddrGroup,Integer,DiametermeasureMeasureLimitLow_RegAddr
DiametermeasureMeasureLimitMax,0x2028008c,RegAddrGroup,Integer,DiametermeasureMeasureLimitMax_RegAddr
DiametermeasureModuleCustomName,0x20280128,RegAddrGroup,Integer,DiametermeasureModuleCustomName_RegAddr
DiametermeasureResultDrawEnable,0x20280168,RegAddrGroup,Integer,DiametermeasureResultDrawEnable_RegAddr
DiametermeasureRoiType,0x20280000,RegAddrGroup,Integer,DiametermeasureRoiType_RegAddr
DiametermeasureSensitivity,0x20280080,RegAddrGroup,Integer,DiametermeasureSensitivity_RegAddr
DiametermeasureSubFixtureEnable,0x2028016c,RegAddrGroup,Integer,DiametermeasureSubFixtureEnable_RegAddr
DiametermeasureThreshold,0x20280120,RegAddrGroup,Integer,DiametermeasureThreshold_RegAddr
DisplayMode,0x040003d0,RegAddrGroup,Integer,DisplayMode_RegAddr
DlclassifyCompareType,0x203f0000,RegAddrGroup,Integer,DlclassifyCompareType_RegAddr
DlclassifyDeleteModelName,0x203f018c,RegAddrGroup,Integer,DlclassifyDeleteModelName_RegAddr
DlclassifyJudgmentType,0x203f02d4,RegAddrGroup,Integer,DlclassifyJudgmentType_RegAddr
DlclassifyLabelName,0x203f0004,RegAddrGroup,Integer,DlclassifyLabelName_RegAddr
DlclassifyModelMangListShowEnable,0x203f028c,RegAddrGroup,Integer,DlclassifyModelMangListShowEnable_RegAddr
DlclassifyModelMangPath,0x203f008c,RegAddrGroup,Integer,DlclassifyModelMangPath_RegAddr
DlclassifyModuleCustomName,0x203f0048,RegAddrGroup,Integer,DlclassifyModuleCustomName_RegAddr
DlclassifyResultDrawEnable,0x203f0088,RegAddrGroup,Integer,DlclassifyResultDrawEnable_RegAddr
DlclassifyRoiType,0x203f0290,RegAddrGroup,Integer,DlclassifyRoiType_RegAddr
DlclassifySimilarityLimit,0x203f0044,RegAddrGroup,Integer,DlclassifySimilarityLimit_RegAddr
DlclassifySubFixtureEnable,0x203f02d0,RegAddrGroup,Integer,DlclassifySubFixtureEnable_RegAddr
DlclassifySwitchModelName,0x203f020c,RegAddrGroup,Integer,DlclassifySwitchModelName_RegAddr
DlclassifyUploadModelName,0x203f010c,RegAddrGroup,Integer,DlclassifyUploadModelName_RegAddr
DlocrdetectCharDetectBoxScore,0x203b0b04,RegAddrGroup,Integer,DlocrdetectCharDetectBoxScore_RegAddr
DlocrdetectCharDetectEnable,0x203b02d8,RegAddrGroup,Integer,DlocrdetectCharDetectEnable_RegAddr
DlocrdetectCharDetectLinkThreshold,0x203b0310,RegAddrGroup,Integer,DlocrdetectCharDetectLinkThreshold_RegAddr
DlocrdetectCharDetectMaxAngle,0x203b02ec,RegAddrGroup,Integer,DlocrdetectCharDetectMaxAngle_RegAddr
DlocrdetectCharDetectMaxHeight,0x203b02fc,RegAddrGroup,Integer,DlocrdetectCharDetectMaxHeight_RegAddr
DlocrdetectCharDetectMaxObjNum,0x203b02dc,RegAddrGroup,Integer,DlocrdetectCharDetectMaxObjNum_RegAddr
DlocrdetectCharDetectMaxOverlap,0x203b02e4,RegAddrGroup,Integer,DlocrdetectCharDetectMaxOverlap_RegAddr
DlocrdetectCharDetectMaxWidth,0x203b02f4,RegAddrGroup,Integer,DlocrdetectCharDetectMaxWidth_RegAddr
DlocrdetectCharDetectMinAngle,0x203b02e8,RegAddrGroup,Integer,DlocrdetectCharDetectMinAngle_RegAddr
DlocrdetectCharDetectMinHeight,0x203b02f8,RegAddrGroup,Integer,DlocrdetectCharDetectMinHeight_RegAddr
DlocrdetectCharDetectMinScore,0x203b02e0,RegAddrGroup,Integer,DlocrdetectCharDetectMinScore_RegAddr
DlocrdetectCharDetectMinWidth,0x203b02f0,RegAddrGroup,Integer,DlocrdetectCharDetectMinWidth_RegAddr
DlocrdetectCharDetectOutFilterEnable,0x203b033c,RegAddrGroup,Integer,DlocrdetectCharDetectOutFilterEnable_RegAddr
DlocrdetectCharDetectOutFilterScore,0x203b034c,RegAddrGroup,Integer,DlocrdetectCharDetectOutFilterScore_RegAddr
DlocrdetectCharDetectSelectByAngle,0x203b0300,RegAddrGroup,Integer,DlocrdetectCharDetectSelectByAngle_RegAddr
DlocrdetectCharDetectSelectByHeight,0x203b0308,RegAddrGroup,Integer,DlocrdetectCharDetectSelectByHeight_RegAddr
DlocrdetectCharDetectSelectByWidth,0x203b0304,RegAddrGroup,Integer,DlocrdetectCharDetectSelectByWidth_RegAddr
DlocrdetectCharDetectShrinkBack,0x203b0340,RegAddrGroup,Integer,DlocrdetectCharDetectShrinkBack_RegAddr
DlocrdetectCharDetectSortType,0x203b030c,RegAddrGroup,Integer,DlocrdetectCharDetectSortType_RegAddr
DlocrdetectCharReplaceConfig,0x203b052c,RegAddrGroup,Integer,DlocrdetectCharReplaceConfig_RegAddr
DlocrdetectCharReplaceEnable,0x203b0528,RegAddrGroup,Integer,DlocrdetectCharReplaceEnable_RegAddr
DlocrdetectCharRetriTplMinSimilarity,0x203b0530,RegAddrGroup,Integer,DlocrdetectCharRetriTplMinSimilarity_RegAddr
DlocrdetectCharRetriTplTopNum,0x203b0534,RegAddrGroup,Integer,DlocrdetectCharRetriTplTopNum_RegAddr
DlocrdetectCharRetrievalEnable,0x203b0afc,RegAddrGroup,Integer,DlocrdetectCharRetrievalEnable_RegAddr
DlocrdetectCharacterFilterEnable,0x203b051c,RegAddrGroup,Integer,DlocrdetectCharacterFilterEnable_RegAddr
DlocrdetectCharacterNum,0x203b0520,RegAddrGroup,Integer,DlocrdetectCharacterNum_RegAddr
DlocrdetectCombinedOperation,0x203b0904,RegAddrGroup,Integer,DlocrdetectCombinedOperation_RegAddr
DlocrdetectCompareType,0x203b0000,RegAddrGroup,Integer,DlocrdetectCompareType_RegAddr
DlocrdetectDelAllImgForOneClass,0x203b0740,RegAddrGroup,Integer,DlocrdetectDelAllImgForOneClass_RegAddr
DlocrdetectDeleteAllImage,0x203b09ac,RegAddrGroup,Integer,DlocrdetectDeleteAllImage_RegAddr
DlocrdetectDeleteAllLabel,0x203b09b0,RegAddrGroup,Integer,DlocrdetectDeleteAllLabel_RegAddr
DlocrdetectDeleteGalleryModelName,0x203b07e0,RegAddrGroup,Integer,DlocrdetectDeleteGalleryModelName_RegAddr
DlocrdetectDeleteImageName,0x203b0760,RegAddrGroup,Integer,DlocrdetectDeleteImageName_RegAddr
DlocrdetectDeleteLabelId,0x203b0988,RegAddrGroup,Integer,DlocrdetectDeleteLabelId_RegAddr
DlocrdetectDeleteModelName,0x203b0194,RegAddrGroup,Integer,DlocrdetectDeleteModelName_RegAddr
DlocrdetectDeleteSampleFromSrcImg,0x203b09b4,RegAddrGroup,Integer,DlocrdetectDeleteSampleFromSrcImg_RegAddr
DlocrdetectDeleteSampleId,0x203b0984,RegAddrGroup,Integer,DlocrdetectDeleteSampleId_RegAddr
DlocrdetectDesignateModelName,0x203b0498,RegAddrGroup,Integer,DlocrdetectDesignateModelName_RegAddr
DlocrdetectFilterConfig,0x203b0524,RegAddrGroup,Integer,DlocrdetectFilterConfig_RegAddr
DlocrdetectGalleryModelMangListEnable,0x203b0b00,RegAddrGroup,Integer,DlocrdetectGalleryModelMangListEnable_RegAddr
DlocrdetectGalleryModelName,0x203b0860,RegAddrGroup,Integer,DlocrdetectGalleryModelName_RegAddr
DlocrdetectGalleryModelUpdateTime,0x203b08e4,RegAddrGroup,Integer,DlocrdetectGalleryModelUpdateTime_RegAddr
DlocrdetectGalleyModelTrainStatus,0x203b08e0,RegAddrGroup,Integer,DlocrdetectGalleyModelTrainStatus_RegAddr
DlocrdetectImagePath,0x203b0540,RegAddrGroup,Integer,DlocrdetectImagePath_RegAddr
DlocrdetectInheritBoxEnable,0x203b0354,RegAddrGroup,Integer,DlocrdetectInheritBoxEnable_RegAddr
DlocrdetectInheritRoi,0x203b0b14,RegAddrGroup,Integer,DlocrdetectInheritRoi_RegAddr
DlocrdetectInheritRoiEnable,0x203b0b10,RegAddrGroup,Integer,DlocrdetectInheritRoiEnable_RegAddr
DlocrdetectLastGeneSampleName,0x203b098c,RegAddrGroup,Integer,DlocrdetectLastGeneSampleName_RegAddr
DlocrdetectModelMangListName,0x203b0314,RegAddrGroup,Integer,DlocrdetectModelMangListName_RegAddr
DlocrdetectModelMangPath,0x203b0094,RegAddrGroup,Integer,DlocrdetectModelMangPath_RegAddr
DlocrdetectModuleCustomName,0x203b0294,RegAddrGroup,Integer,DlocrdetectModuleCustomName_RegAddr
DlocrdetectNumberLimitHigh,0x203b000c,RegAddrGroup,Integer,DlocrdetectNumberLimitHigh_RegAddr
DlocrdetectNumberLimitLow,0x203b0008,RegAddrGroup,Integer,DlocrdetectNumberLimitLow_RegAddr
DlocrdetectNumberLimitMax,0x203b0010,RegAddrGroup,Integer,DlocrdetectNumberLimitMax_RegAddr
DlocrdetectOclModelMangListShowEnable,0x203b0334,RegAddrGroup,Integer,DlocrdetectOclModelMangListShowEnable_RegAddr
DlocrdetectOcrFlipEnable,0x203b0b08,RegAddrGroup,Integer,DlocrdetectOcrFlipEnable_RegAddr
DlocrdetectOcrFlipMinScore,0x203b0b0c,RegAddrGroup,Integer,DlocrdetectOcrFlipMinScore_RegAddr
DlocrdetectOcrModelMangListShowEnable,0x203b0338,RegAddrGroup,Integer,DlocrdetectOcrModelMangListShowEnable_RegAddr
DlocrdetectPreLabelingEnable,0x203b0a74,RegAddrGroup,Integer,DlocrdetectPreLabelingEnable_RegAddr
DlocrdetectPreLabelingImageName,0x203b0a34,RegAddrGroup,Integer,DlocrdetectPreLabelingImageName_RegAddr
DlocrdetectPreLabelingMaxObjNum,0x203b0af8,RegAddrGroup,Integer,DlocrdetectPreLabelingMaxObjNum_RegAddr
DlocrdetectResultDrawEnable,0x203b02d4,RegAddrGroup,Integer,DlocrdetectResultDrawEnable_RegAddr
DlocrdetectRoi,0x203b0350,RegAddrGroup,Integer,DlocrdetectRoi_RegAddr
DlocrdetectSampleImagePath,0x203b0640,RegAddrGroup,Integer,DlocrdetectSampleImagePath_RegAddr
DlocrdetectSaveImgEnable,0x203b0538,RegAddrGroup,Integer,DlocrdetectSaveImgEnable_RegAddr
DlocrdetectSensorMaxHeight,0x203b0348,RegAddrGroup,Integer,DlocrdetectSensorMaxHeight_RegAddr
DlocrdetectSensorMaxWidth,0x203b0344,RegAddrGroup,Integer,DlocrdetectSensorMaxWidth_RegAddr
DlocrdetectSimilarityLimit,0x203b0004,RegAddrGroup,Integer,DlocrdetectSimilarityLimit_RegAddr
DlocrdetectStartTrain,0x203b053c,RegAddrGroup,Integer,DlocrdetectStartTrain_RegAddr
DlocrdetectSubFixtureEnable,0x203b0518,RegAddrGroup,Integer,DlocrdetectSubFixtureEnable_RegAddr
DlocrdetectSwitchModelName,0x203b0214,RegAddrGroup,Integer,DlocrdetectSwitchModelName_RegAddr
DlocrdetectUploadModelName,0x203b0114,RegAddrGroup,Integer,DlocrdetectUploadModelName_RegAddr
DlocrdetectUploadModelType,0x203b0a78,RegAddrGroup,Integer,DlocrdetectUploadModelType_RegAddr
DlocrdetectUserString,0x203b0014,RegAddrGroup,Integer,DlocrdetectUserString_RegAddr
DlodtAlgorithmVersion,0x20400080,RegAddrGroup,Integer,DlodtAlgorithmVersion_RegAddr
DlodtColsNum,0x20400364,RegAddrGroup,Integer,DlodtColsNum_RegAddr
DlodtCompareType,0x20400000,RegAddrGroup,Integer,DlodtCompareType_RegAddr
DlodtDeleteModelName,0x20400248,RegAddrGroup,Integer,DlodtDeleteModelName_RegAddr
DlodtDiffClassFilterEnable,0x20400360,RegAddrGroup,Integer,DlodtDiffClassFilterEnable_RegAddr
DlodtLabelName,0x20400004,RegAddrGroup,Integer,DlodtLabelName_RegAddr
DlodtMaxAngle,0x20400060,RegAddrGroup,Integer,DlodtMaxAngle_RegAddr
DlodtMaxHeight,0x20400070,RegAddrGroup,Integer,DlodtMaxHeight_RegAddr
DlodtMaxObjNum,0x20400050,RegAddrGroup,Integer,DlodtMaxObjNum_RegAddr
DlodtMaxOverlap,0x20400058,RegAddrGroup,Integer,DlodtMaxOverlap_RegAddr
DlodtMaxWidth,0x20400068,RegAddrGroup,Integer,DlodtMaxWidth_RegAddr
DlodtMinAngle,0x2040005c,RegAddrGroup,Integer,DlodtMinAngle_RegAddr
DlodtMinHeight,0x2040006c,RegAddrGroup,Integer,DlodtMinHeight_RegAddr
DlodtMinScore,0x20400054,RegAddrGroup,Integer,DlodtMinScore_RegAddr
DlodtMinWidth,0x20400064,RegAddrGroup,Integer,DlodtMinWidth_RegAddr
DlodtModelMangListShowEnable,0x20400348,RegAddrGroup,Integer,DlodtModelMangListShowEnable_RegAddr
DlodtModelMangPath,0x20400148,RegAddrGroup,Integer,DlodtModelMangPath_RegAddr
DlodtModuleCustomName,0x20400100,RegAddrGroup,Integer,DlodtModuleCustomName_RegAddr
DlodtNumberLimitHigh,0x2040004c,RegAddrGroup,Integer,DlodtNumberLimitHigh_RegAddr
